date,week_day,hour,ticket_number,waiter,product_name,quantity,unitary_price,total
10/2/2024,Wednesday,17:37,FCB 0003-000003650,102,Alfajor 70 cacao x un,1,2500,2500
10/2/2024,Wednesday,17:54,FCB 0003-000003653,102,Conito choc caja x12un,1,16500,16500
10/2/2024,Wednesday,17:54,FCB 0003-000003653,102,Alfajor merengue fruta x un,1,1900,1900
10/2/2024,Wednesday,17:56,FCB 0003-000003659,102,Coronita 70% x 10 unidades,1,14000,14000
10/2/2024,Wednesday,19:04,FCB 0003-000003683,102,Alfajor choc caja x12un,1,18500,18500
10/2/2024,Wednesday,19:06,FCB 0003-000003686,102,Alf. 150 aniv. Suelto,2,2500,5000
10/2/2024,Wednesday,19:10,FCB 0003-000003691,102,Alf. 150 aniv. Suelto,2,2500,5000
10/2/2024,Wednesday,19:28,FCB 0003-000003696,102,Alfajor choc x un,1,1900,1900
10/2/2024,Wednesday,19:28,FCB 0003-000003696,102,Alf. 150 aniv. Suelto,1,2500,2500
10/2/2024,Wednesday,19:29,FCB 0003-000003699,102,Alfajor Super DDL x un,1,2500,2500
10/2/2024,Wednesday,19:58,FCB 0003-000003702,102,Alf. 150 aniv. Suelto,1,2500,2500
10/2/2024,Wednesday,20:05,FCB 0003-000003704,102,Alf. 150 aniv. Suelto,1,2500,2500
10/2/2024,Wednesday,20:36,FCB 0003-000003707,102,Alfajor choc blanco nuez x un,1,1900,1900
10/2/2024,Wednesday,20:36,FCB 0003-000003707,102,Alfajor choc x un,1,1900,1900
10/2/2024,Wednesday,20:36,FCB 0003-000003707,102,Alfajor choc blanco x un,1,1900,1900
10/2/2024,Wednesday,20:34,FCB 0003-000003710,102,Alfajor choc blanco x un,12,0,0
10/2/2024,Wednesday,20:34,FCB 0003-000003710,102,Alfajor mixto caja x12un,2,18500,37000
10/2/2024,Wednesday,20:34,FCB 0003-000003710,102,Alfajor surtido caja x12un,1,18500,18500
10/2/2024,Wednesday,20:56,FCB 0003-000003713,102,Alfajor 70 cacao caja x9un,1,22500,22500
10/2/2024,Wednesday,20:56,FCB 0003-000003713,102,Alf. 150 aniv. X 8 unidades,2,20000,40000
10/5/2024,Saturday,11:06,FCB 0003-000005211,102,Alf. 150 aniv. Suelto,2,2500,5000
10/5/2024,Saturday,11:08,FCB 0003-000005214,102,Alf. 150 aniv. Suelto,1,2500,2500
10/5/2024,Saturday,11:16,FCB 0003-000005216,102,Galletita choc limon caja x12u,1,16000,16000
10/5/2024,Saturday,11:16,FCB 0003-000005216,102,Alfajor mixto caja x6un,2,9500,19000
10/5/2024,Saturday,11:35,FCB 0003-000005219,102,Conito mini choc x400g,1,18500,18500
10/5/2024,Saturday,11:35,FCB 0003-000005219,102,Conito choc caja x12un,1,16500,16500
10/5/2024,Saturday,11:35,FCB 0003-000005219,102,Alfajor choc blanco nuez x un,1,1900,1900
10/5/2024,Saturday,11:35,FCB 0003-000005219,102,Pouch x 475 grs. Mini Surtidos,1,20500,20500
10/5/2024,Saturday,11:35,FCB 0003-000005219,102,Alfajor choc blanco x un,1,1900,1900
10/5/2024,Saturday,11:36,FCB 0003-000005222,102,Alfajor merengue x un,2,1900,3800
10/5/2024,Saturday,11:46,FCB 0003-000005225,102,Alfajor choc x un,1,1900,1900
10/5/2024,Saturday,11:57,FCB 0003-000005227,102,Alfajor mixto caja x12un,2,18500,37000
10/5/2024,Saturday,11:59,FCB 0003-000005230,102,Alfajor merengue x un,1,0,0
10/5/2024,Saturday,11:59,FCB 0003-000005230,102,Alfajor mixto caja x12un,2,18500,37000
10/5/2024,Saturday,11:59,FCB 0003-000005230,102,Alfajor merengue x un,1,0,0
10/5/2024,Saturday,11:59,FCB 0003-000005230,102,Alfajor merengue x un,1,0,0
10/5/2024,Saturday,11:59,FCB 0003-000005230,102,Alfajor merengue x un,1,0,0
10/5/2024,Saturday,11:59,FCB 0003-000005230,102,Alfajor surtido caja x6un,1,9500,9500
10/5/2024,Saturday,11:59,FCB 0003-000005230,102,Alfajor merengue x un,1,0,0
10/5/2024,Saturday,11:59,FCB 0003-000005230,102,Alfajor merengue x un,1,0,0
10/5/2024,Saturday,12:00,FCB 0003-000005233,102,Alfajor mixto caja x12un,2,18500,37000
10/5/2024,Saturday,12:01,FCB 0003-000005235,102,Dulce de leche vidrio x450g,1,5300,5300
10/5/2024,Saturday,12:01,FCB 0003-000005235,102,Conito mini choc x400g,1,18500,18500
10/5/2024,Saturday,12:04,FCB 0003-000005238,102,Alfajor mixto caja x6un,2,9500,19000
10/5/2024,Saturday,12:05,FCB 0003-000005241,102,Conito choc caja x6un,2,8500,17000
10/5/2024,Saturday,12:06,FCB 0003-000005243,102,Alfajor Sin Azucar Suelto,2,2500,5000
10/5/2024,Saturday,12:10,FCB 0003-000005246,102,Conito choc caja x12un,3,16500,49500
10/5/2024,Saturday,12:26,FCB 0003-000005249,102,Alfajor Sin Azucar Suelto,3,2500,7500
10/5/2024,Saturday,12:26,FCB 0003-000005249,102,Alfajor Super DDL x un,2,2500,5000
10/5/2024,Saturday,12:29,FCB 0003-000005252,102,Alfajor Sin Azucar Suelto,1,2500,2500
10/5/2024,Saturday,12:29,FCB 0003-000005252,102,Barrita cereal 70 cacao x un,3,1800,5400
10/5/2024,Saturday,12:29,FCB 0003-000005252,102,Alfajor choc blanco nuez x un,1,1900,1900
10/5/2024,Saturday,12:29,FCB 0003-000005254,102,Alfajor Sin Azucar Suelto,1,2500,2500
10/5/2024,Saturday,12:29,FCB 0003-000005254,102,Alf. 150 aniv. Suelto,1,2500,2500
10/5/2024,Saturday,12:31,FCB 0003-000005257,102,Alfajor Sin Azucar Suelto,2,2500,5000
10/5/2024,Saturday,12:32,FCB 0003-000005260,102,Alfajor Sin Azucar Suelto,2,2500,5000
10/5/2024,Saturday,12:33,FCB 0003-000005262,102,Alfajor choc caja x12un,1,18500,18500
10/5/2024,Saturday,12:33,FCB 0003-000005262,102,Alfajor Super DDL x 9 un,1,22500,22500
10/5/2024,Saturday,12:35,FCB 0003-000005265,102,Alfajor choc caja x12un,1,18500,18500
10/5/2024,Saturday,12:35,FCB 0003-000005265,102,Alfajor Super DDL x un,2,2500,5000
10/5/2024,Saturday,12:35,FCB 0003-000005265,102,Alfajor Super DDL x 9 un,1,22500,22500
10/5/2024,Saturday,12:35,FCB 0003-000005265,102,Conito coco y ddl x 6 un,1,8500,8500
10/5/2024,Saturday,13:16,FCB 0003-000005303,102,Alfajor mixto caja x12un,2,18500,37000
10/5/2024,Saturday,13:16,FCB 0003-000005303,102,Alfajor mini choc pouch x475g,1,20500,20500
10/5/2024,Saturday,13:16,FCB 0003-000005303,102,Alfajor choc caja x12un,2,18500,37000
10/5/2024,Saturday,13:16,FCB 0003-000005303,102,Pouch x 475 grs. Mini Surtidos,1,20500,20500
10/5/2024,Saturday,13:16,FCB 0003-000005303,102,Alfajor Sin Azucar x9 Un,2,22500,45000
10/5/2024,Saturday,13:17,FCB 0003-000005306,102,Miniaturas x 48 unidades,1,27000,27000
10/5/2024,Saturday,13:17,FCB 0003-000005308,102,Alfajor Sin Azucar Suelto,1,2500,2500
10/5/2024,Saturday,13:19,FCB 0003-000005311,102,Conito 70 cacao x un,1,1900,1900
10/5/2024,Saturday,13:19,FCB 0003-000005311,102,Alfajor Sin Azucar Suelto,2,2500,5000
10/5/2024,Saturday,13:24,FCB 0003-000005314,102,Alfajor mixto caja x12un,2,18500,37000
10/5/2024,Saturday,13:24,FCB 0003-000005316,102,Alf. 150 aniv. X 8 unidades,1,20000,20000
10/5/2024,Saturday,13:25,FCB 0003-000005319,102,Alfajor 70 cacao x un,1,2500,2500
10/5/2024,Saturday,13:25,FCB 0003-000005319,102,Alf. 150 aniv. Suelto,1,2500,2500
10/5/2024,Saturday,13:35,FCB 0003-000005322,102,Alfajor choc caja x6un,1,9500,9500
10/5/2024,Saturday,13:36,FCB 0003-000005324,102,Alfajor Sin Azucar Suelto,2,2500,5000
10/5/2024,Saturday,13:36,FCB 0003-000005324,102,Alfajor 70 cacao x un,2,2500,5000
10/5/2024,Saturday,13:41,FCB 0003-000005327,102,Alfajor Super DDL x 9 un,1,22500,22500
10/5/2024,Saturday,13:43,FCB 0003-000005330,102,Alfajor Sin Azucar Suelto,1,2500,2500
10/5/2024,Saturday,13:44,FCB 0003-000005333,102,Conito coco y ddl x 6 un,1,8500,8500
10/5/2024,Saturday,13:44,FCB 0003-000005333,102,Alfajor Sin Azucar x9 Un,1,22500,22500
10/5/2024,Saturday,13:48,FCB 0003-000005335,102,Alfajor Sin Azucar Suelto,4,2500,10000
10/5/2024,Saturday,13:50,FCB 0003-000005338,102,Alfajor choc x un,2,1900,3800
10/5/2024,Saturday,13:50,FCB 0003-000005338,102,Alfajor Sin Azucar Suelto,1,2500,2500
10/5/2024,Saturday,13:59,FCB 0003-000005341,102,Alfajor choc x un,1,1900,1900
10/5/2024,Saturday,14:02,FCB 0003-000005343,102,Alf. 150 aniv. Suelto,1,2500,2500
10/5/2024,Saturday,14:02,FCB 0003-000005343,102,Alfajor choc caja x12un,1,18500,18500
10/5/2024,Saturday,14:02,FCB 0003-000005343,102,Galletita choc limon x un,1,1600,1600
10/5/2024,Saturday,14:07,FCB 0003-000005346,102,Alfajor Sin Azucar Suelto,2,2500,5000
10/5/2024,Saturday,14:11,FCB 0003-000005349,102,Alfajor merengue x un,1,1900,1900
10/5/2024,Saturday,14:11,FCB 0003-000005349,102,Alfajor Super DDL x un,1,2500,2500
10/5/2024,Saturday,14:11,FCB 0003-000005349,102,Alfajor 70 cacao x un,1,2500,2500
10/5/2024,Saturday,14:11,FCB 0003-000005349,102,Alf. 150 aniv. Suelto,2,2500,5000
10/5/2024,Saturday,14:11,FCB 0003-000005349,102,Conito 70 cacao x un,1,1900,1900
10/5/2024,Saturday,14:11,FCB 0003-000005349,102,Alfajor choc blanco nuez x un,1,1900,1900
10/5/2024,Saturday,14:11,FCB 0003-000005349,102,Alfajor semilia 70 cacao x un,1,2500,2500
10/5/2024,Saturday,14:11,FCB 0003-000005349,102,Alfajor Sin Azucar Suelto,1,2500,2500
10/5/2024,Saturday,14:11,FCB 0003-000005349,102,Conito choc blanco x un,1,1600,1600
10/5/2024,Saturday,14:12,FCB 0003-000005351,102,Alfajor choc blanco nuez x un,1,1900,1900
10/5/2024,Saturday,14:12,FCB 0003-000005351,102,Alfajor merengue x un,1,1900,1900
10/5/2024,Saturday,14:12,FCB 0003-000005351,102,Alfajor Sin Azucar Suelto,1,2500,2500
10/5/2024,Saturday,14:12,FCB 0003-000005351,102,Alfajor semilia 70 cacao x un,1,2500,2500
10/5/2024,Saturday,14:12,FCB 0003-000005351,102,Alf. 150 aniv. Suelto,1,2500,2500
10/5/2024,Saturday,14:12,FCB 0003-000005351,102,Alfajor choc blanco x un,1,1900,1900
10/5/2024,Saturday,14:12,FCB 0003-000005351,102,Alfajor choc x un,1,1900,1900
10/5/2024,Saturday,14:12,FCB 0003-000005351,102,Alfajor Super DDL x un,1,2500,2500
10/5/2024,Saturday,14:12,FCB 0003-000005351,102,Alfajor 70 cacao x un,1,2500,2500
10/5/2024,Saturday,14:13,FCB 0003-000005354,102,Alf. 150 aniv. Suelto,1,2500,2500
10/5/2024,Saturday,14:20,FCB 0003-000005357,102,Pouch x 475 grs. Mini Surtidos,1,20500,20500
10/5/2024,Saturday,14:20,FCB 0003-000005357,102,Alfajor mixto caja x6un,1,9500,9500
10/5/2024,Saturday,14:20,FCB 0003-000005357,102,Galletita limon caja x12un,1,12000,12000
10/5/2024,Saturday,14:21,FCB 0003-000005360,102,Pouch x 475 grs. Mini Surtidos,1,20500,20500
10/5/2024,Saturday,14:23,FCB 0003-000005362,102,Galletita choc limon caja x12u,1,16000,16000
10/5/2024,Saturday,14:23,FCB 0003-000005362,102,Galletita choc limon caja x12u,1,16000,16000
10/5/2024,Saturday,14:23,FCB 0003-000005362,102,Alfajor mixto caja x12un,1,18500,18500
10/5/2024,Saturday,14:29,FCB 0003-000005365,102,Alf. 150 aniv. Suelto,1,2500,2500
10/5/2024,Saturday,14:31,FCB 0003-000005368,102,Alfajor choc x un,1,1900,1900
10/5/2024,Saturday,14:31,FCB 0003-000005368,102,Alfajor choc blanco x un,1,1900,1900
10/5/2024,Saturday,14:35,FCB 0003-000005370,102,Alfajor choc caja x6un,1,9500,9500
10/5/2024,Saturday,14:35,FCB 0003-000005370,102,Tableta cacao al 85%,1,7000,7000
10/5/2024,Saturday,14:35,FCB 0003-000005370,102,Alfajor mixto caja x12un,1,18500,18500
10/5/2024,Saturday,14:36,FCB 0003-000005373,102,Alfajor mixto caja x6un,4,9500,38000
10/5/2024,Saturday,14:36,FCB 0003-000005373,102,Conito choc caja x6un,1,8500,8500
10/5/2024,Saturday,14:39,FCB 0003-000005376,102,Alf. 150 aniv. Suelto,1,2500,2500
10/5/2024,Saturday,14:39,FCB 0003-000005376,102,Alfajor semilia 70 cacao x un,1,2500,2500
10/5/2024,Saturday,14:39,FCB 0003-000005376,102,Alfajor Sin Azucar x9 Un,1,22500,22500
10/5/2024,Saturday,14:39,FCB 0003-000005376,102,Alfajor merengue x un,1,1900,1900
10/5/2024,Saturday,14:39,FCB 0003-000005376,102,Alfajor Super DDL x un,1,2500,2500
10/5/2024,Saturday,14:39,FCB 0003-000005376,102,Alfajor 70 cacao x un,3,2500,7500
10/5/2024,Saturday,14:39,FCB 0003-000005378,102,Alfajor Sin Azucar Suelto,1,2500,2500
10/5/2024,Saturday,14:43,FCB 0003-000005381,102,Alfajor mini choc pouch x475g,2,20500,41000
10/5/2024,Saturday,14:43,FCB 0003-000005381,102,Pouch x 475 grs. Mini Surtidos,1,20500,20500
10/5/2024,Saturday,14:50,FCB 0003-000005384,102,Alfajor mini choc blanco pouch,1,6300,6300
10/5/2024,Saturday,14:50,FCB 0003-000005384,102,Galletita mini choc limon pouc,1,20000,20000
10/5/2024,Saturday,14:50,FCB 0003-000005384,102,Alfajor mini choc pouch x125g,1,6300,6300
10/5/2024,Saturday,14:52,FCB 0003-000005387,102,Alfajor Sin Azucar Suelto,3,2500,7500
10/5/2024,Saturday,14:54,FCB 0003-000005389,102,Alfajor Sin Azucar Suelto,1,2500,2500
10/5/2024,Saturday,15:02,FCB 0003-000005392,102,Conito coco y ddl suelto,2,1600,3200
10/5/2024,Saturday,15:41,FCB 0003-000005441,102,Alfajor choc blanco nuez x un,1,1900,1900
10/5/2024,Saturday,15:41,FCB 0003-000005441,102,Alfajor choc x un,1,1900,1900
10/5/2024,Saturday,15:43,FCB 0003-000005446,102,Alf. 150 aniv. Suelto,3,2500,7500
10/5/2024,Saturday,16:24,FCB 0003-000005486,102,Alfajor choc caja x6un,1,9500,9500
10/5/2024,Saturday,16:24,FCB 0003-000005486,102,Alf. 150 aniv. Suelto,2,2500,5000
10/8/2024,Tuesday,9:45,FCB 0003-000006593,102,Alfajor mixto caja x6un,2,9500,19000
10/8/2024,Tuesday,9:47,FCB 0003-000006596,102,Alfajor semilia 70 cacao x un,1,2500,2500
10/8/2024,Tuesday,9:47,FCB 0003-000006596,102,Conito coco y ddl suelto,1,1600,1600
10/8/2024,Tuesday,9:47,FCB 0003-000006596,102,Alfajor choc x un,1,1900,1900
10/8/2024,Tuesday,9:47,FCB 0003-000006596,102,Conito choc x un,1,1600,1600
10/8/2024,Tuesday,9:48,FCB 0003-000006599,102,Alfajor choc x un,1,1900,1900
10/8/2024,Tuesday,9:48,FCB 0003-000006599,102,Galletita limon x un,1,1200,1200
10/8/2024,Tuesday,9:48,FCB 0003-000006599,102,Conito coco y ddl suelto,1,1600,1600
10/8/2024,Tuesday,9:52,FCB 0003-000006602,102,Alf. 150 aniv. Suelto,1,2500,2500
10/8/2024,Tuesday,10:06,FCB 0003-000006604,102,Alfajor choc blanco x un,2,1900,3800
10/8/2024,Tuesday,10:10,FCB 0003-000006607,102,Coronita surtidas x 20 unidade,1,25000,25000
10/8/2024,Tuesday,10:17,FCB 0003-000006610,102,Galletita limon x un,2,1200,2400
10/8/2024,Tuesday,10:22,FCB 0003-000006612,102,Alfajor semilia 70 cacao x un,1,2500,2500
10/8/2024,Tuesday,10:27,FCB 0003-000006615,102,Alfajor choc x un,2,1900,3800
10/8/2024,Tuesday,10:28,FCB 0003-000006618,102,Alfajor choc x un,3,1900,5700
10/8/2024,Tuesday,10:28,FCB 0003-000006618,102,Alfajor choc caja x12un,1,18500,18500
10/8/2024,Tuesday,10:29,FCB 0003-000006620,102,Conito choc x un,2,1600,3200
10/8/2024,Tuesday,10:56,FCB 0003-000006623,102,Alfajor mini choc pouch x125g,1,6300,6300
10/8/2024,Tuesday,10:56,FCB 0003-000006623,102,Alfajor mini choc pouch x475g,1,20500,20500
10/8/2024,Tuesday,10:59,FCB 0003-000006626,102,Alfajor choc caja x6un,1,9500,9500
10/8/2024,Tuesday,11:02,FCB 0003-000006629,102,Alf. 150 aniv. Suelto,2,2500,5000
10/8/2024,Tuesday,11:02,FCB 0003-000006631,102,Alf. 150 aniv. Suelto,1,2500,2500
10/8/2024,Tuesday,11:06,FCB 0003-000006634,102,Alfajor choc caja x6un,3,9500,28500
10/8/2024,Tuesday,11:08,FCB 0003-000006637,102,Alfajor choc caja x12un,2,18500,37000
10/8/2024,Tuesday,11:12,FCB 0003-000006639,102,Alfajor choc caja x6un,2,9500,19000
10/8/2024,Tuesday,11:12,FCB 0003-000006642,102,Alfajor 70 cacao x un,4,2500,10000
10/8/2024,Tuesday,11:16,FCB 0003-000006645,102,Conito choc caja x6un,1,8500,8500
10/8/2024,Tuesday,11:18,FCB 0003-000006647,102,Conito choc blanco x un,2,1600,3200
10/8/2024,Tuesday,11:18,FCB 0003-000006647,102,Alfajor choc blanco x un,1,1900,1900
10/8/2024,Tuesday,11:18,FCB 0003-000006647,102,Alfajor 70 cacao x un,1,2500,2500
10/8/2024,Tuesday,11:22,FCB 0003-000006650,102,Alf. 150 aniv. Suelto,5,2500,12500
10/8/2024,Tuesday,11:29,FCB 0003-000006656,102,Alfajor mini choc blanco pouch,1,6300,6300
10/8/2024,Tuesday,11:29,FCB 0003-000006656,102,Conito choc caja x6un,1,8500,8500
10/8/2024,Tuesday,11:35,FCB 0003-000006658,102,Alfajor mixto caja x12un,1,18500,18500
10/8/2024,Tuesday,11:43,FCB 0003-000006661,102,Alfajor mixto caja x12un,1,18500,18500
10/8/2024,Tuesday,12:02,FCB 0003-000006664,102,Conito choc caja x12un,1,16500,16500
10/8/2024,Tuesday,12:12,FCB 0003-000006666,102,Alfajor Super DDL x un,1,2500,2500
10/8/2024,Tuesday,12:40,FCB 0003-000006669,102,Alf. 150 aniv. Suelto,1,2500,2500
10/8/2024,Tuesday,12:50,FCB 0003-000006672,102,Alfajor choc blanco nuez x un,1,0,0
10/8/2024,Tuesday,12:50,FCB 0003-000006672,102,Alfajor choc blanco x un,1,0,0
10/8/2024,Tuesday,12:50,FCB 0003-000006672,102,Alfajor surtido caja x6un,1,9500,9500
10/8/2024,Tuesday,12:50,FCB 0003-000006672,102,Alfajor choc blanco nuez x un,1,0,0
10/8/2024,Tuesday,12:50,FCB 0003-000006672,102,Alfajor choc blanco x un,1,0,0
10/8/2024,Tuesday,12:50,FCB 0003-000006672,102,Alfajor choc blanco x un,1,0,0
10/8/2024,Tuesday,12:50,FCB 0003-000006672,102,Alfajor choc blanco nuez x un,1,0,0
10/8/2024,Tuesday,12:52,FCB 0003-000006674,102,Alfajor mixto caja x12un,1,18500,18500
10/8/2024,Tuesday,12:53,FCB 0003-000006677,102,Alfajor merengue x un,1,1900,1900
10/8/2024,Tuesday,12:53,FCB 0003-000006677,102,Alfajor 70 cacao caja x9un,1,22500,22500
10/8/2024,Tuesday,12:55,FCB 0003-000006680,102,Conito choc caja x6un,1,8500,8500
10/8/2024,Tuesday,13:03,FCB 0003-000006683,102,Conito choc x un,1,1600,1600
10/8/2024,Tuesday,13:03,FCB 0003-000006683,102,Alfajor choc x un,2,1900,3800
10/8/2024,Tuesday,13:03,FCB 0003-000006683,102,Conito choc blanco x un,1,1600,1600
10/8/2024,Tuesday,13:03,FCB 0003-000006683,102,Alfajor Super DDL x un,1,2500,2500
10/8/2024,Tuesday,13:08,FCB 0003-000006685,102,Alf. 150 aniv. Suelto,1,2500,2500
10/8/2024,Tuesday,13:09,FCB 0003-000006688,102,Alfajor merengue x un,1,1900,1900
10/8/2024,Tuesday,13:10,FCB 0003-000006691,102,Alfajor Super DDL x un,1,2500,2500
10/8/2024,Tuesday,13:12,FCB 0003-000006693,102,Alfajor Sin Azucar Suelto,3,2500,7500
10/8/2024,Tuesday,13:14,FCB 0003-000006696,102,Alfajor Super DDL x 9 un,1,22500,22500
10/10/2024,Thursday,10:43,FCB 0003-000007474,102,Alfajor choc x un,1,1900,1900
10/10/2024,Thursday,10:51,FCB 0003-000007479,102,Alf. 150 aniv. Suelto,2,2500,5000
10/10/2024,Thursday,10:55,FCB 0003-000007482,102,Coronitas choc tripack,2,2500,5000
10/10/2024,Thursday,10:55,FCB 0003-000007482,102,Alfajor mixto caja x12un,3,18500,55500
10/10/2024,Thursday,10:55,FCB 0003-000007482,102,Tableta blanco x80g,2,5700,11400
10/10/2024,Thursday,10:57,FCB 0003-000007484,102,Alf. 150 aniv. Suelto,2,2500,5000
10/10/2024,Thursday,10:57,FCB 0003-000007484,102,Alfajor 70 cacao x un,1,2500,2500
10/10/2024,Thursday,11:03,FCB 0003-000007487,102,Alf. 150 aniv. Suelto,2,2500,5000
10/10/2024,Thursday,11:07,FCB 0003-000007490,102,Alfajor 70 cacao x un,1,2500,2500
10/10/2024,Thursday,11:07,FCB 0003-000007490,102,Alfajor choc x un,1,1900,1900
10/10/2024,Thursday,11:12,FCB 0003-000007493,102,Alfajor mixto caja x6un,3,9500,28500
10/10/2024,Thursday,11:19,FCB 0003-000007495,102,Alfajor 70 cacao caja x9un,1,22500,22500
10/10/2024,Thursday,11:19,FCB 0003-000007495,102,Conito 70 cacao x un,5,1900,9500
10/10/2024,Thursday,11:25,FCB 0003-000007501,102,Alfajor merengue x un,1,1900,1900
10/10/2024,Thursday,11:25,FCB 0003-000007501,102,Alfajor 70 cacao x un,1,2500,2500
10/10/2024,Thursday,11:25,FCB 0003-000007501,102,Alfajor Super DDL x un,1,2500,2500
10/10/2024,Thursday,11:25,FCB 0003-000007501,102,Alf. 150 aniv. Suelto,1,2500,2500
10/10/2024,Thursday,11:44,FCB 0003-000007503,102,Alfajor mixto caja x6un,1,9500,9500
10/10/2024,Thursday,11:44,FCB 0003-000007503,102,Alfajor mini choc pouch x125g,1,6300,6300
10/10/2024,Thursday,11:44,FCB 0003-000007503,102,Alf. 150 aniv. X 8 unidades,1,20000,20000
10/10/2024,Thursday,11:44,FCB 0003-000007503,102,Alfajor mini choc blanco pouch,1,6300,6300
10/10/2024,Thursday,11:47,FCB 0003-000007506,102,Medallon choc limon pouch x200,1,8500,8500
10/10/2024,Thursday,11:47,FCB 0003-000007506,102,Alfajor mini choc pouch x475g,1,20500,20500
10/10/2024,Thursday,11:47,FCB 0003-000007506,102,Alfajor choc caja x12un,1,18500,18500
10/10/2024,Thursday,11:49,FCB 0003-000007509,102,Alfajor 70 cacao x un,1,2500,2500
10/10/2024,Thursday,11:49,FCB 0003-000007509,102,Medallon choc limon pouch x200,1,8500,8500
10/10/2024,Thursday,11:49,FCB 0003-000007509,102,Conito choc blanco x un,1,1600,1600
10/10/2024,Thursday,11:49,FCB 0003-000007509,102,Alfajor choc x un,1,1900,1900
10/10/2024,Thursday,11:49,FCB 0003-000007509,102,Galletita limon caja x12un,1,12000,12000
10/10/2024,Thursday,11:51,FCB 0003-000007511,102,Medallon choc limon pouch x200,1,8500,8500
10/10/2024,Thursday,11:51,FCB 0003-000007511,102,Alfajor mini choc pouch x125g,1,6300,6300
10/10/2024,Thursday,11:51,FCB 0003-000007511,102,Alfajor mini choc blanco pouch,1,6300,6300
10/10/2024,Thursday,11:53,FCB 0003-000007514,102,Alf. 150 aniv. X 8 unidades,1,20000,20000
10/10/2024,Thursday,11:53,FCB 0003-000007514,102,Alfajor mixto caja x6un,1,9500,9500
10/10/2024,Thursday,11:55,FCB 0003-000007517,102,Alfajor choc blanco nuez x un,1,0,0
10/10/2024,Thursday,11:55,FCB 0003-000007517,102,Alfajor merengue x un,1,0,0
10/10/2024,Thursday,11:55,FCB 0003-000007517,102,Alfajor choc x un,1,0,0
10/10/2024,Thursday,11:55,FCB 0003-000007517,102,Alfajor surtido caja x6un,1,9500,9500
10/10/2024,Thursday,11:55,FCB 0003-000007517,102,Alfajor 70 cacao x un,2,2500,5000
10/10/2024,Thursday,11:55,FCB 0003-000007517,102,Alfajor choc blanco nuez x un,1,0,0
10/10/2024,Thursday,11:55,FCB 0003-000007517,102,Alfajor merengue x un,1,0,0
10/10/2024,Thursday,11:55,FCB 0003-000007517,102,Alfajor choc x un,1,0,0
10/10/2024,Thursday,12:09,FCB 0003-000007520,102,Alf. 150 aniv. Suelto,2,2500,5000
10/10/2024,Thursday,12:24,FCB 0003-000007522,102,Galletita limon caja x12un,1,12000,12000
10/10/2024,Thursday,12:24,FCB 0003-000007522,102,Conito choc caja x6un,1,8500,8500
10/10/2024,Thursday,12:24,FCB 0003-000007522,102,Trufas 70% cacao lata x 200g,1,18000,18000
10/10/2024,Thursday,12:25,FCB 0003-000007525,102,Galletita limon x un,1,1200,1200
10/10/2024,Thursday,12:26,FCB 0003-000007528,102,Alfajor mixto caja x6un,2,9500,19000
10/10/2024,Thursday,12:26,FCB 0003-000007528,102,Medallon choc limon pouch x200,1,8500,8500
10/10/2024,Thursday,12:29,FCB 0003-000007530,102,Alfajor 70 cacao x un,1,2500,2500
10/10/2024,Thursday,12:29,FCB 0003-000007530,102,Conito 70 cacao x un,1,1900,1900
10/10/2024,Thursday,12:29,FCB 0003-000007530,102,Alfajor semilia 70 cacao x un,1,2500,2500
10/10/2024,Thursday,12:33,FCB 0003-000007533,102,Alf. 150 aniv. X 8 unidades,1,20000,20000
10/10/2024,Thursday,12:33,FCB 0003-000007533,102,Alfajor mixto caja x6un,1,9500,9500
10/10/2024,Thursday,12:35,FCB 0003-000007536,102,Conito choc caja x6un,1,8500,8500
10/10/2024,Thursday,12:39,FCB 0003-000007538,102,Alfajor choc caja x6un,1,9500,9500
10/10/2024,Thursday,12:39,FCB 0003-000007538,102,Alfajor semilia 70 cacao x un,2,2500,5000
10/10/2024,Thursday,12:39,FCB 0003-000007538,102,Coronita surtidas x 20 unidade,1,25000,25000
10/10/2024,Thursday,12:41,FCB 0003-000007541,102,Alf. 150 aniv. Suelto,3,2500,7500
10/10/2024,Thursday,12:41,FCB 0003-000007541,102,Conito choc blanco x un,1,1600,1600
10/10/2024,Thursday,12:41,FCB 0003-000007541,102,Alfajor merengue x un,3,1900,5700
10/10/2024,Thursday,12:41,FCB 0003-000007541,102,Galletita limon x un,1,1200,1200
10/10/2024,Thursday,12:42,FCB 0003-000007544,102,Alfajor choc x un,1,1900,1900
10/10/2024,Thursday,12:44,FCB 0003-000007547,102,Alfajor semilia 70 cacao caja,1,22500,22500
10/10/2024,Thursday,12:44,FCB 0003-000007547,102,Alfajor 70 cacao caja x9un,1,22500,22500
10/10/2024,Thursday,12:44,FCB 0003-000007549,102,Alfajor choc x un,1,1900,1900
10/10/2024,Thursday,12:45,FCB 0003-000007552,102,Alfajor merengue x un,1,1900,1900
10/10/2024,Thursday,12:45,FCB 0003-000007552,102,Alfajor choc x un,1,1900,1900
10/10/2024,Thursday,12:53,FCB 0003-000007555,102,Alfajor choc x un,1,0,0
10/10/2024,Thursday,12:53,FCB 0003-000007555,102,Alfajor choc x un,1,0,0
10/10/2024,Thursday,12:53,FCB 0003-000007555,102,Alfajor surtido caja x12un,1,18500,18500
